Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 22918ms | tok/sec: 22,876 | mfu: 0.6% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 306ms | tok/sec: 1,710,675 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442315 | lrm: 1.00 | dt: 310ms | tok/sec: 1,689,578 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971713 | lrm: 1.00 | dt: 356ms | tok/sec: 1,472,961 | mfu: 35.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578771 | lrm: 1.00 | dt: 373ms | tok/sec: 1,406,540 | mfu: 34.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248857 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,062 | mfu: 38.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998090 | lrm: 1.00 | dt: 351ms | tok/sec: 1,494,288 | mfu: 36.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787108 | lrm: 1.00 | dt: 338ms | tok/sec: 1,552,617 | mfu: 37.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.607025 | lrm: 1.00 | dt: 313ms | tok/sec: 1,674,638 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455187 | lrm: 1.00 | dt: 343ms | tok/sec: 1,530,737 | mfu: 37.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325422 | lrm: 1.00 | dt: 315ms | tok/sec: 1,664,791 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217121 | lrm: 1.00 | dt: 342ms | tok/sec: 1,532,781 | mfu: 37.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120771 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,852 | mfu: 40.0% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034944 | lrm: 1.00 | dt: 345ms | tok/sec: 1,520,015 | mfu: 36.7% | epoch: 1 | remaining: 299s    
step 00617 (66.4%) | loss: 2.932378 | lrm: 0.67 | dt: 370ms | tok/sec: 1,416,084 | mfu: 34.2% | epoch: 1 | remaining: 100s    
step 00618 (66.5%) | loss: 2.937016 | lrm: 0.67 | dt: 360ms | tok/sec: 1,456,665 | mfu: 35.2% | epoch: 1 | remaining: 100s    
step 00619 (66.6%) | loss: 2.934072 | lrm: 0.67 | dt: 335ms | tok/sec: 1,563,678 | mfu: 37.8% | epoch: 1 | remaining: 100s    
step 00620 (66.7%) | loss: 2.933126 | lrm: 0.67 | dt: 326ms | tok/sec: 1,606,805 | mfu: 38.8% | epoch: 1 | remaining: 99s    
step 00621 (66.9%) | loss: 2.934521 | lrm: 0.66 | dt: 327ms | tok/sec: 1,605,350 | mfu: 38.8% | epoch: 1 | remaining: 99s    
step 00622 (67.0%) | loss: 2.938440 | lrm: 0.66 | dt: 324ms | tok/sec: 1,617,315 | mfu: 39.1% | epoch: 1 | remaining: 99s    
step 00623 (67.1%) | loss: 2.938302 | lrm: 0.66 | dt: 319ms | tok/sec: 1,643,843 | mfu: 39.7% | epoch: 1 | remaining: 98s    
step 00624 (67.2%) | loss: 2.935700 | lrm: 0.66 | dt: 322ms | tok/sec: 1,626,116 | mfu: 39.3% | epoch: 1 | remaining: 98s    
step 00625 (67.3%) | loss: 2.934606 | lrm: 0.65 | dt: 326ms | tok/sec: 1,609,331 | mfu: 38.9% | epoch: 1 | remaining: 98s    
step 00626 (67.4%) | loss: 2.940274 | lrm: 0.65 | dt: 321ms | tok/sec: 1,633,046 | mfu: 39.5% | epoch: 1 | remaining: 98s    
step 00627 (67.5%) | loss: 2.939215 | lrm: 0.65 | dt: 323ms | tok/sec: 1,623,323 | mfu: 39.2% | epoch: 1 | remaining: 97s    
step 00628 (67.6%) | loss: 2.939477 | lrm: 0.65 | dt: 321ms | tok/sec: 1,634,123 | mfu: 39.5% | epoch: 1 | remaining: 97s    
step 00629 (67.7%) | loss: 2.934100 | lrm: 0.65 | dt: 319ms | tok/sec: 1,645,944 | mfu: 39.8% | epoch: 1 | remaining: 97s    
step 00630 (67.8%) | loss: 2.938688 | lrm: 0.64 | dt: 322ms | tok/sec: 1,628,446 | mfu: 39.3% | epoch: 1 | remaining: 96s    
step 00631 (67.9%) | loss: 2.935833 | lrm: 0.64 | dt: 323ms | tok/sec: 1,624,751 | mfu: 39.3% | epoch: 1 | remaining: 96s    
step 00632 (68.0%) | loss: 2.933018 | lrm: 0.64 | dt: 321ms | tok/sec: 1,633,377 | mfu: 39.5% | epoch: 1 | remaining: 96s    
step 00633 (68.1%) | loss: 2.928512 | lrm: 0.64 | dt: 320ms | tok/sec: 1,639,960 | mfu: 39.6% | epoch: 1 | remaining: 95s    
step 00634 (68.2%) | loss: 2.928810 | lrm: 0.64 | dt: 324ms | tok/sec: 1,616,674 | mfu: 39.1% | epoch: 1 | remaining: 95s    
step 00635 (68.4%) | loss: 2.930848 | lrm: 0.63 | dt: 351ms | tok/sec: 1,493,255 | mfu: 36.1% | epoch: 1 | remaining: 95s    
step 00636 (68.5%) | loss: 2.931868 | lrm: 0.63 | dt: 375ms | tok/sec: 1,397,570 | mfu: 33.8% | epoch: 1 | remaining: 94s    
step 00637 (68.6%) | loss: 2.926397 | lrm: 0.63 | dt: 382ms | tok/sec: 1,372,820 | mfu: 33.2% | epoch: 1 | remaining: 94s    
step 00638 (68.7%) | loss: 2.929361 | lrm: 0.63 | dt: 320ms | tok/sec: 1,639,076 | mfu: 39.6% | epoch: 1 | remaining: 94s    
step 00639 (68.8%) | loss: 2.931666 | lrm: 0.62 | dt: 316ms | tok/sec: 1,660,120 | mfu: 40.1% | epoch: 1 | remaining: 93s    
step 00640 (68.9%) | loss: 2.930382 | lrm: 0.62 | dt: 332ms | tok/sec: 1,577,209 | mfu: 38.1% | epoch: 1 | remaining: 93s    
step 00641 (69.0%) | loss: 2.928525 | lrm: 0.62 | dt: 320ms | tok/sec: 1,639,685 | mfu: 39.6% | epoch: 1 | remaining: 93s    
step 00642 (69.2%) | loss: 2.927597 | lrm: 0.62 | dt: 316ms | tok/sec: 1,656,729 | mfu: 40.0% | epoch: 1 | remaining: 92s    
step 00643 (69.3%) | loss: 2.925413 | lrm: 0.61 | dt: 326ms | tok/sec: 1,609,552 | mfu: 38.9% | epoch: 1 | remaining: 92s    
step 00644 (69.4%) | loss: 2.918168 | lrm: 0.61 | dt: 325ms | tok/sec: 1,613,713 | mfu: 39.0% | epoch: 1 | remaining: 92s    
step 00645 (69.5%) | loss: 2.913067 | lrm: 0.61 | dt: 318ms | tok/sec: 1,650,918 | mfu: 39.9% | epoch: 1 | remaining: 91s    
step 00646 (69.6%) | loss: 2.914660 | lrm: 0.61 | dt: 323ms | tok/sec: 1,624,331 | mfu: 39.2% | epoch: 1 | remaining: 91s    
step 00647 (69.7%) | loss: 2.916105 | lrm: 0.61 | dt: 325ms | tok/sec: 1,612,285 | mfu: 39.0% | epoch: 1 | remaining: 91s    
step 00648 (69.8%) | loss: 2.916975 | lrm: 0.60 | dt: 318ms | tok/sec: 1,648,098 | mfu: 39.8% | epoch: 1 | remaining: 90s    
step 00649 (69.9%) | loss: 2.920340 | lrm: 0.60 | dt: 322ms | tok/sec: 1,630,154 | mfu: 39.4% | epoch: 1 | remaining: 90s    
step 00650 (70.0%) | loss: 2.916995 | lrm: 0.60 | dt: 358ms | tok/sec: 1,464,134 | mfu: 35.4% | epoch: 1 | remaining: 90s    
step 00651 (70.1%) | loss: 2.914416 | lrm: 0.60 | dt: 316ms | tok/sec: 1,658,735 | mfu: 40.1% | epoch: 1 | remaining: 89s    
step 00652 (70.2%) | loss: 2.914984 | lrm: 0.60 | dt: 322ms | tok/sec: 1,626,483 | mfu: 39.3% | epoch: 1 | remaining: 89s    
step 00653 (70.3%) | loss: 2.915065 | lrm: 0.59 | dt: 331ms | tok/sec: 1,582,218 | mfu: 38.2% | epoch: 1 | remaining: 89s    
step 00654 (70.5%) | loss: 2.914270 | lrm: 0.59 | dt: 318ms | tok/sec: 1,649,693 | mfu: 39.9% | epoch: 1 | remaining: 88s    
step 00655 (70.6%) | loss: 2.911907 | lrm: 0.59 | dt: 322ms | tok/sec: 1,627,934 | mfu: 39.3% | epoch: 1 | remaining: 88s    
step 00656 (70.7%) | loss: 2.907064 | lrm: 0.59 | dt: 330ms | tok/sec: 1,590,587 | mfu: 38.4% | epoch: 1 | remaining: 88s    
step 00657 (70.8%) | loss: 2.910590 | lrm: 0.58 | dt: 316ms | tok/sec: 1,659,810 | mfu: 40.1% | epoch: 1 | remaining: 87s    
step 00658 (70.9%) | loss: 2.912315 | lrm: 0.58 | dt: 323ms | tok/sec: 1,624,026 | mfu: 39.2% | epoch: 1 | remaining: 87s    
step 00659 (71.0%) | loss: 2.911831 | lrm: 0.58 | dt: 326ms | tok/sec: 1,607,797 | mfu: 38.8% | epoch: 1 | remaining: 87s    
step 00660 (71.1%) | loss: 2.909681 | lrm: 0.58 | dt: 322ms | tok/sec: 1,629,530 | mfu: 39.4% | epoch: 1 | remaining: 86s    
step 00661 (71.2%) | loss: 2.913738 | lrm: 0.58 | dt: 317ms | tok/sec: 1,653,506 | mfu: 40.0% | epoch: 1 | remaining: 86s    
step 00662 (71.3%) | loss: 2.915939 | lrm: 0.57 | dt: 322ms | tok/sec: 1,627,670 | mfu: 39.3% | epoch: 1 | remaining: 86s    
step 00663 (71.4%) | loss: 2.912412 | lrm: 0.57 | dt: 320ms | tok/sec: 1,639,707 | mfu: 39.6% | epoch: 1 | remaining: 85s    
step 00664 (71.5%) | loss: 2.909556 | lrm: 0.57 | dt: 320ms | tok/sec: 1,638,158 | mfu: 39.6% | epoch: 1 | remaining: 85s    
step 00665 (71.6%) | loss: 2.908901 | lrm: 0.57 | dt: 388ms | tok/sec: 1,351,741 | mfu: 32.7% | epoch: 1 | remaining: 85s    
step 00666 (71.8%) | loss: 2.905134 | lrm: 0.56 | dt: 318ms | tok/sec: 1,647,840 | mfu: 39.8% | epoch: 1 | remaining: 84s    
step 00667 (71.9%) | loss: 2.903229 | lrm: 0.56 | dt: 315ms | tok/sec: 1,666,653 | mfu: 40.3% | epoch: 1 | remaining: 84s    
step 00668 (72.0%) | loss: 2.902611 | lrm: 0.56 | dt: 332ms | tok/sec: 1,580,474 | mfu: 38.2% | epoch: 1 | remaining: 84s    
step 00669 (72.1%) | loss: 2.902024 | lrm: 0.56 | dt: 327ms | tok/sec: 1,603,498 | mfu: 38.7% | epoch: 1 | remaining: 83s    
step 00670 (72.2%) | loss: 2.907892 | lrm: 0.56 | dt: 315ms | tok/sec: 1,664,475 | mfu: 40.2% | epoch: 1 | remaining: 83s    
step 00671 (72.3%) | loss: 2.912659 | lrm: 0.55 | dt: 327ms | tok/sec: 1,603,439 | mfu: 38.7% | epoch: 1 | remaining: 83s    
step 00672 (72.4%) | loss: 2.909203 | lrm: 0.55 | dt: 326ms | tok/sec: 1,605,862 | mfu: 38.8% | epoch: 1 | remaining: 82s    
step 00673 (72.5%) | loss: 2.906290 | lrm: 0.55 | dt: 317ms | tok/sec: 1,652,878 | mfu: 39.9% | epoch: 1 | remaining: 82s    
step 00674 (72.6%) | loss: 2.903149 | lrm: 0.55 | dt: 321ms | tok/sec: 1,630,819 | mfu: 39.4% | epoch: 1 | remaining: 82s    
step 00675 (72.7%) | loss: 2.902649 | lrm: 0.55 | dt: 329ms | tok/sec: 1,595,009 | mfu: 38.5% | epoch: 1 | remaining: 81s    
step 00676 (72.8%) | loss: 2.905392 | lrm: 0.54 | dt: 318ms | tok/sec: 1,648,584 | mfu: 39.8% | epoch: 1 | remaining: 81s    
step 00677 (72.9%) | loss: 2.906946 | lrm: 0.54 | dt: 321ms | tok/sec: 1,634,768 | mfu: 39.5% | epoch: 1 | remaining: 81s    
step 00678 (73.0%) | loss: 2.911139 | lrm: 0.54 | dt: 325ms | tok/sec: 1,612,903 | mfu: 39.0% | epoch: 1 | remaining: 81s    
step 00679 (73.2%) | loss: 2.907231 | lrm: 0.54 | dt: 317ms | tok/sec: 1,652,027 | mfu: 39.9% | epoch: 1 | remaining: 80s    
step 00680 (73.3%) | loss: 2.904568 | lrm: 0.53 | dt: 366ms | tok/sec: 1,432,637 | mfu: 34.6% | epoch: 1 | remaining: 80s    
step 00681 (73.4%) | loss: 2.901656 | lrm: 0.53 | dt: 317ms | tok/sec: 1,654,567 | mfu: 40.0% | epoch: 1 | remaining: 80s    
step 00682 (73.5%) | loss: 2.901167 | lrm: 0.53 | dt: 317ms | tok/sec: 1,653,965 | mfu: 40.0% | epoch: 1 | remaining: 79s    
step 00683 (73.6%) | loss: 2.908172 | lrm: 0.53 | dt: 326ms | tok/sec: 1,608,344 | mfu: 38.9% | epoch: 1 | remaining: 79s    
step 00684 (73.7%) | loss: 2.904542 | lrm: 0.53 | dt: 321ms | tok/sec: 1,632,569 | mfu: 39.4% | epoch: 1 | remaining: 79s    
step 00685 (73.8%) | loss: 2.909112 | lrm: 0.52 | dt: 319ms | tok/sec: 1,645,973 | mfu: 39.8% | epoch: 1 | remaining: 78s    
step 00686 (73.9%) | loss: 2.908854 | lrm: 0.52 | dt: 321ms | tok/sec: 1,634,724 | mfu: 39.5% | epoch: 1 | remaining: 78s    
step 00687 (74.0%) | loss: 2.910131 | lrm: 0.52 | dt: 323ms | tok/sec: 1,621,747 | mfu: 39.2% | epoch: 1 | remaining: 78s    
step 00688 (74.1%) | loss: 2.909766 | lrm: 0.52 | dt: 321ms | tok/sec: 1,634,589 | mfu: 39.5% | epoch: 1 | remaining: 77s    
step 00689 (74.2%) | loss: 2.911364 | lrm: 0.52 | dt: 323ms | tok/sec: 1,622,041 | mfu: 39.2% | epoch: 1 | remaining: 77s    
step 00690 (74.3%) | loss: 2.908099 | lrm: 0.51 | dt: 324ms | tok/sec: 1,616,188 | mfu: 39.0% | epoch: 1 | remaining: 77s    
step 00691 (74.5%) | loss: 2.909040 | lrm: 0.51 | dt: 319ms | tok/sec: 1,643,596 | mfu: 39.7% | epoch: 1 | remaining: 76s    
step 00692 (74.6%) | loss: 2.907687 | lrm: 0.51 | dt: 323ms | tok/sec: 1,623,175 | mfu: 39.2% | epoch: 1 | remaining: 76s    
step 00693 (74.7%) | loss: 2.905209 | lrm: 0.51 | dt: 418ms | tok/sec: 1,254,459 | mfu: 30.3% | epoch: 1 | remaining: 76s    
step 00694 (74.8%) | loss: 2.908254 | lrm: 0.50 | dt: 314ms | tok/sec: 1,670,311 | mfu: 40.4% | epoch: 1 | remaining: 75s    
step 00695 (74.9%) | loss: 2.906720 | lrm: 0.50 | dt: 314ms | tok/sec: 1,669,203 | mfu: 40.3% | epoch: 1 | remaining: 75s    
step 00696 (75.0%) | loss: 2.904376 | lrm: 0.50 | dt: 338ms | tok/sec: 1,550,689 | mfu: 37.5% | epoch: 1 | remaining: 75s    
step 00697 (75.1%) | loss: 2.904582 | lrm: 0.50 | dt: 318ms | tok/sec: 1,648,627 | mfu: 39.8% | epoch: 1 | remaining: 74s    
step 00698 (75.2%) | loss: 2.903949 | lrm: 0.50 | dt: 315ms | tok/sec: 1,662,356 | mfu: 40.2% | epoch: 1 | remaining: 74s    
step 00699 (75.3%) | loss: 2.902386 | lrm: 0.49 | dt: 370ms | tok/sec: 1,417,782 | mfu: 34.3% | epoch: 1 | remaining: 74s    
step 00700 (75.5%) | loss: 2.901367 | lrm: 0.49 | dt: 312ms | tok/sec: 1,679,033 | mfu: 40.6% | epoch: 1 | remaining: 73s    
step 00701 (75.6%) | loss: 2.903073 | lrm: 0.49 | dt: 314ms | tok/sec: 1,667,217 | mfu: 40.3% | epoch: 1 | remaining: 73s    
step 00702 (75.7%) | loss: 2.901192 | lrm: 0.49 | dt: 334ms | tok/sec: 1,568,153 | mfu: 37.9% | epoch: 1 | remaining: 73s    
step 00703 (75.8%) | loss: 2.906087 | lrm: 0.48 | dt: 319ms | tok/sec: 1,642,967 | mfu: 39.7% | epoch: 1 | remaining: 72s    
step 00704 (75.9%) | loss: 2.902537 | lrm: 0.48 | dt: 315ms | tok/sec: 1,662,507 | mfu: 40.2% | epoch: 1 | remaining: 72s    
step 00705 (76.0%) | loss: 2.899051 | lrm: 0.48 | dt: 331ms | tok/sec: 1,582,950 | mfu: 38.2% | epoch: 1 | remaining: 72s    
step 00706 (76.1%) | loss: 2.896554 | lrm: 0.48 | dt: 320ms | tok/sec: 1,639,201 | mfu: 39.6% | epoch: 1 | remaining: 71s    
step 00707 (76.2%) | loss: 2.892066 | lrm: 0.48 | dt: 317ms | tok/sec: 1,653,836 | mfu: 40.0% | epoch: 1 | remaining: 71s    
step 00708 (76.3%) | loss: 2.892997 | lrm: 0.47 | dt: 327ms | tok/sec: 1,601,789 | mfu: 38.7% | epoch: 1 | remaining: 71s    
step 00709 (76.4%) | loss: 2.893056 | lrm: 0.47 | dt: 321ms | tok/sec: 1,630,961 | mfu: 39.4% | epoch: 1 | remaining: 70s    
step 00710 (76.5%) | loss: 2.890009 | lrm: 0.47 | dt: 318ms | tok/sec: 1,647,934 | mfu: 39.8% | epoch: 1 | remaining: 70s    
step 00711 (76.6%) | loss: 2.888537 | lrm: 0.47 | dt: 325ms | tok/sec: 1,613,088 | mfu: 39.0% | epoch: 1 | remaining: 70s    
step 00712 (76.8%) | loss: 2.890860 | lrm: 0.46 | dt: 334ms | tok/sec: 1,571,280 | mfu: 38.0% | epoch: 1 | remaining: 69s    
step 00713 (76.9%) | loss: 2.890537 | lrm: 0.46 | dt: 317ms | tok/sec: 1,653,892 | mfu: 40.0% | epoch: 1 | remaining: 69s    
step 00714 (77.0%) | loss: 2.889148 | lrm: 0.46 | dt: 324ms | tok/sec: 1,619,092 | mfu: 39.1% | epoch: 1 | remaining: 69s    
step 00715 (77.1%) | loss: 2.886124 | lrm: 0.46 | dt: 327ms | tok/sec: 1,602,825 | mfu: 38.7% | epoch: 1 | remaining: 68s    
step 00716 (77.2%) | loss: 2.882711 | lrm: 0.46 | dt: 318ms | tok/sec: 1,650,536 | mfu: 39.9% | epoch: 1 | remaining: 68s    
step 00717 (77.3%) | loss: 2.883913 | lrm: 0.45 | dt: 324ms | tok/sec: 1,618,324 | mfu: 39.1% | epoch: 1 | remaining: 68s    
step 00718 (77.4%) | loss: 2.879251 | lrm: 0.45 | dt: 328ms | tok/sec: 1,596,317 | mfu: 38.6% | epoch: 1 | remaining: 67s    
step 00719 (77.5%) | loss: 2.881467 | lrm: 0.45 | dt: 320ms | tok/sec: 1,639,516 | mfu: 39.6% | epoch: 1 | remaining: 67s    
step 00720 (77.6%) | loss: 2.880469 | lrm: 0.45 | dt: 323ms | tok/sec: 1,621,938 | mfu: 39.2% | epoch: 1 | remaining: 67s    
step 00721 (77.7%) | loss: 2.879536 | lrm: 0.45 | dt: 329ms | tok/sec: 1,594,547 | mfu: 38.5% | epoch: 1 | remaining: 67s    
step 00722 (77.8%) | loss: 2.878901 | lrm: 0.44 | dt: 321ms | tok/sec: 1,631,544 | mfu: 39.4% | epoch: 1 | remaining: 66s    
step 00723 (77.9%) | loss: 2.877778 | lrm: 0.44 | dt: 322ms | tok/sec: 1,627,088 | mfu: 39.3% | epoch: 1 | remaining: 66s    
step 00724 (78.0%) | loss: 2.873838 | lrm: 0.44 | dt: 324ms | tok/sec: 1,620,417 | mfu: 39.2% | epoch: 1 | remaining: 66s    
step 00725 (78.2%) | loss: 2.876600 | lrm: 0.44 | dt: 321ms | tok/sec: 1,635,501 | mfu: 39.5% | epoch: 1 | remaining: 65s    
step 00726 (78.3%) | loss: 2.876628 | lrm: 0.43 | dt: 322ms | tok/sec: 1,626,887 | mfu: 39.3% | epoch: 1 | remaining: 65s    
step 00727 (78.4%) | loss: 2.876755 | lrm: 0.43 | dt: 325ms | tok/sec: 1,614,564 | mfu: 39.0% | epoch: 1 | remaining: 65s    
step 00728 (78.5%) | loss: 2.876875 | lrm: 0.43 | dt: 318ms | tok/sec: 1,650,540 | mfu: 39.9% | epoch: 1 | remaining: 64s    
step 00729 (78.6%) | loss: 2.878176 | lrm: 0.43 | dt: 320ms | tok/sec: 1,637,297 | mfu: 39.6% | epoch: 1 | remaining: 64s    
step 00730 (78.7%) | loss: 2.875303 | lrm: 0.43 | dt: 324ms | tok/sec: 1,618,082 | mfu: 39.1% | epoch: 1 | remaining: 64s    
step 00731 (78.8%) | loss: 2.868682 | lrm: 0.42 | dt: 320ms | tok/sec: 1,638,245 | mfu: 39.6% | epoch: 1 | remaining: 63s    
step 00732 (78.9%) | loss: 2.870556 | lrm: 0.42 | dt: 319ms | tok/sec: 1,646,028 | mfu: 39.8% | epoch: 1 | remaining: 63s    
step 00733 (79.0%) | loss: 2.870440 | lrm: 0.42 | dt: 321ms | tok/sec: 1,632,904 | mfu: 39.5% | epoch: 1 | remaining: 63s    
step 00734 (79.1%) | loss: 2.870152 | lrm: 0.42 | dt: 322ms | tok/sec: 1,625,755 | mfu: 39.3% | epoch: 1 | remaining: 62s    
step 00735 (79.2%) | loss: 2.867468 | lrm: 0.42 | dt: 321ms | tok/sec: 1,634,538 | mfu: 39.5% | epoch: 1 | remaining: 62s    
step 00736 (79.3%) | loss: 2.869029 | lrm: 0.41 | dt: 323ms | tok/sec: 1,622,810 | mfu: 39.2% | epoch: 1 | remaining: 62s    
step 00737 (79.4%) | loss: 2.867465 | lrm: 0.41 | dt: 322ms | tok/sec: 1,629,986 | mfu: 39.4% | epoch: 1 | remaining: 61s    
step 00738 (79.5%) | loss: 2.867797 | lrm: 0.41 | dt: 320ms | tok/sec: 1,640,480 | mfu: 39.6% | epoch: 1 | remaining: 61s    
step 00739 (79.7%) | loss: 2.868512 | lrm: 0.41 | dt: 325ms | tok/sec: 1,612,346 | mfu: 39.0% | epoch: 1 | remaining: 61s    
step 00740 (79.8%) | loss: 2.871768 | lrm: 0.40 | dt: 323ms | tok/sec: 1,625,361 | mfu: 39.3% | epoch: 1 | remaining: 60s    
step 00741 (79.9%) | loss: 2.874349 | lrm: 0.40 | dt: 320ms | tok/sec: 1,636,488 | mfu: 39.5% | epoch: 1 | remaining: 60s    
step 00742 (80.0%) | loss: 2.869238 | lrm: 0.40 | dt: 321ms | tok/sec: 1,635,446 | mfu: 39.5% | epoch: 1 | remaining: 60s    
step 00743 (80.1%) | loss: 2.867399 | lrm: 0.40 | dt: 320ms | tok/sec: 1,640,529 | mfu: 39.6% | epoch: 1 | remaining: 59s    
step 00744 (80.2%) | loss: 2.865488 | lrm: 0.40 | dt: 321ms | tok/sec: 1,634,521 | mfu: 39.5% | epoch: 1 | remaining: 59s    
step 00745 (80.3%) | loss: 2.863242 | lrm: 0.39 | dt: 323ms | tok/sec: 1,624,629 | mfu: 39.3% | epoch: 1 | remaining: 59s    
step 00746 (80.4%) | loss: 2.860701 | lrm: 0.39 | dt: 321ms | tok/sec: 1,634,067 | mfu: 39.5% | epoch: 1 | remaining: 58s    
step 00747 (80.5%) | loss: 2.863144 | lrm: 0.39 | dt: 321ms | tok/sec: 1,635,083 | mfu: 39.5% | epoch: 1 | remaining: 58s    
step 00748 (80.6%) | loss: 2.866686 | lrm: 0.39 | dt: 319ms | tok/sec: 1,642,326 | mfu: 39.7% | epoch: 1 | remaining: 58s    
step 00749 (80.7%) | loss: 2.865316 | lrm: 0.39 | dt: 323ms | tok/sec: 1,623,623 | mfu: 39.2% | epoch: 1 | remaining: 58s    
step 00750 (80.8%) | loss: 2.866311 | lrm: 0.38 | dt: 326ms | tok/sec: 1,609,184 | mfu: 38.9% | epoch: 1 | remaining: 57s    
step 00751 (80.9%) | loss: 2.868079 | lrm: 0.38 | dt: 324ms | tok/sec: 1,620,281 | mfu: 39.1% | epoch: 1 | remaining: 57s    
step 00752 (81.0%) | loss: 2.863888 | lrm: 0.38 | dt: 323ms | tok/sec: 1,622,253 | mfu: 39.2% | epoch: 1 | remaining: 57s    
step 00753 (81.2%) | loss: 2.864520 | lrm: 0.38 | dt: 320ms | tok/sec: 1,637,063 | mfu: 39.6% | epoch: 1 | remaining: 56s    
step 00754 (81.3%) | loss: 2.861317 | lrm: 0.37 | dt: 318ms | tok/sec: 1,648,642 | mfu: 39.8% | epoch: 1 | remaining: 56s    
step 00755 (81.4%) | loss: 2.857751 | lrm: 0.37 | dt: 324ms | tok/sec: 1,619,400 | mfu: 39.1% | epoch: 1 | remaining: 56s    
step 00756 (81.5%) | loss: 2.857074 | lrm: 0.37 | dt: 321ms | tok/sec: 1,630,876 | mfu: 39.4% | epoch: 1 | remaining: 55s    
step 00757 (81.6%) | loss: 2.857087 | lrm: 0.37 | dt: 321ms | tok/sec: 1,631,786 | mfu: 39.4% | epoch: 1 | remaining: 55s    
step 00758 (81.7%) | loss: 2.853982 | lrm: 0.37 | dt: 323ms | tok/sec: 1,622,748 | mfu: 39.2% | epoch: 1 | remaining: 55s    
step 00759 (81.8%) | loss: 2.850614 | lrm: 0.36 | dt: 323ms | tok/sec: 1,622,956 | mfu: 39.2% | epoch: 1 | remaining: 54s    
step 00760 (81.9%) | loss: 2.851565 | lrm: 0.36 | dt: 322ms | tok/sec: 1,630,073 | mfu: 39.4% | epoch: 1 | remaining: 54s    
step 00761 (82.0%) | loss: 2.852047 | lrm: 0.36 | dt: 320ms | tok/sec: 1,637,707 | mfu: 39.6% | epoch: 1 | remaining: 54s    
step 00762 (82.1%) | loss: 2.861044 | lrm: 0.36 | dt: 324ms | tok/sec: 1,619,131 | mfu: 39.1% | epoch: 1 | remaining: 53s    
step 00763 (82.2%) | loss: 2.860319 | lrm: 0.36 | dt: 322ms | tok/sec: 1,628,228 | mfu: 39.3% | epoch: 1 | remaining: 53s    
step 00764 (82.3%) | loss: 2.858614 | lrm: 0.35 | dt: 319ms | tok/sec: 1,641,770 | mfu: 39.7% | epoch: 1 | remaining: 53s    
step 00765 (82.4%) | loss: 2.856851 | lrm: 0.35 | dt: 321ms | tok/sec: 1,633,194 | mfu: 39.5% | epoch: 1 | remaining: 52s    
step 00766 (82.5%) | loss: 2.863524 | lrm: 0.35 | dt: 320ms | tok/sec: 1,639,161 | mfu: 39.6% | epoch: 1 | remaining: 52s    
step 00767 (82.7%) | loss: 2.861257 | lrm: 0.35 | dt: 323ms | tok/sec: 1,623,438 | mfu: 39.2% | epoch: 1 | remaining: 52s    
step 00768 (82.8%) | loss: 2.860460 | lrm: 0.34 | dt: 320ms | tok/sec: 1,640,297 | mfu: 39.6% | epoch: 1 | remaining: 51s    
step 00769 (82.9%) | loss: 2.858042 | lrm: 0.34 | dt: 322ms | tok/sec: 1,628,640 | mfu: 39.4% | epoch: 1 | remaining: 51s    
step 00770 (83.0%) | loss: 2.857816 | lrm: 0.34 | dt: 320ms | tok/sec: 1,640,787 | mfu: 39.6% | epoch: 1 | remaining: 51s    
step 00771 (83.1%) | loss: 2.856291 | lrm: 0.34 | dt: 321ms | tok/sec: 1,631,713 | mfu: 39.4% | epoch: 1 | remaining: 50s    
